length	gene_names
455	c53902-g1
243	c5390-g1
221	c53912-g1
230	c53914-g1
206	c53916-g1
263	c5391-g1
219	c53940-g1
220	c53940-g2
203	c53958-g1
321	c5396-g1
225	c53973-g1
223	c53998-g1
320	c5399-g1
219	c54001-g1
259	c54005-g1
261	c54005-g2
226	c54014-g1
302	c54016-g1
320	c54038-g1
229	c5403-g1
211	c54051-g1
310	c54051-g2
257	c54054-g1
227	c54069-g1
213	c54072-g1
202	c54081-g1
204	c54082-g1
236	c54103-g1
253	c54149-g1
357	c54157-g1
757	c54159-g1
321	c5415-g1
319	c54175-g1
301	c54220-g1
1816	c54223-g1
261	c54233-g1
238	c54262-g1
1995	c54279-g1
203	c54286-g1
241	c54290-g1
343	c54299-g1
289	c54302-g1
224	c54309-g1
405	c54318-g1
209	c54323-g1
325	c54350-g1
323	c54359-g1
247	c54363-g1
212	c54363-g2
356	c54381-g1
214	c54384-g1
208	c54389-g1
301	c54414-g1
302	c54414-g2
275	c54417-g1
411	c54437-g1
290	c54437-g2
228	c54441-g1
294	c54451-g1
264	c54461-g1
350	c54466-g1
274	c54471-g1
241	c54496-g1
227	c54496-g2
262	c54509-g1
220	c54516-g1
233	c54519-g1
342	c54521-g1
202	c54539-g1
280	c54545-g1
225	c54549-g1
241	c54554-g1
243	c54558-g1
240	c54567-g1
247	c54576-g1
298	c54579-g1
240	c54589-g2
217	c54599-g1
277	c54601-g1
215	c54604-g1
211	c54606-g1
214	c54627-g1
222	c54634-g1
264	c54639-g1
263	c54661-g1
281	c54668-g1
212	c54682-g1
265	c54705-g1
305	c54714-g1
258	c54718-g1
249	c54719-g1
235	c54722-g1
268	c54729-g1
238	c54744-g1
402	c54769-g1
266	c54785-g1
226	c54790-g1
240	c54807-g1
2249	c54816-g1
231	c54822-g1
241	c54827-g1
260	c54831-g1
214	c54865-g1
265	c54868-g1
346	c54876-g1
279	c548-g1
207	c54906-g1
624	c54934-g1
204	c54940-g1
277	c54951-g1
258	c54953-g1
501	c54965-g1
448	c54966-g1
208	c54994-g1
888	c55030-g1
277	c55032-g1
324	c55049-g1
359	c55052-g1
234	c55070-g1
415	c55106-g1
251	c55120-g1
247	c55139-g1
619	c55144-g1
221	c55160-g1
340	c55172-g1
245	c55182-g1
238	c55192-g1
948	c5519-g1
209	c55204-g1
227	c55217-g1
220	c55231-g1
257	c55235-g1
235	c55236-g1
262	c55268-g1
241	c5526-g1
2189	c55271-g1
205	c55274-g1
216	c55278-g1
216	c55285-g1
260	c55303-g1
486	c55325-g1
368	c55330-g1
216	c5536-g1
206	c55374-g1
312	c5538-g1
462	c55391-g1
311	c5540-g1
1296	c55428-g1
240	c5542-g1
206	c5542-g2
404	c55466-g1
295	c55469-g1
812	c5546-g1
282	c5547-g1
1725	c5548-g1
366	c55490-g1
219	c55514-g1
263	c55526-g1
838	c55532-g1
201	c55538-g1
247	c5553-g1
403	c5554-g1
230	c5555-g1
224	c55563-g1
537	c55570-g1
397	c55581-g1
292	c55591-g1
976	c55616-g1
492	c5561-g1
209	c55624-g1
933	c55635-g1
260	c55636-g1
669	c5564-g1
268	c55650-g1
375	c55675-g1
232	c55700-g1
243	c5571-g1
712	c55735-g1
350	c55739-g1
238	c55741-g1
264	c55746-g1
312	c55775-g1
255	c55778-g1
216	c5577-g1
324	c55798-g1
235	c55802-g1
205	c55829-g1
242	c5583-g1
5559	c55842-g1
715	c55846-g1
221	c55872-g1
487	c55873-g1
212	c5587-g1
207	c55890-g1
442	c55896-g1
229	c55922-g1
236	c55948-g1
216	c5594-g1
1050	c55974-g1
237	c55997-g1
244	c55-g1
208	c56010-g1
248	c56011-g1
239	c5601-g1
652	c5602-g1
303	c56064-g1
239	c56068-g1
211	c56091-g1
267	c56092-g1
206	c56100-g1
239	c56109-g1
273	c5610-g1
232	c56110-g1
279	c56121-g1
247	c56143-g1
216	c56153-g1
246	c5615-g1
203	c56163-g1
312	c56164-g1
265	c5616-g1
526	c5616-g2
330	c56180-g1
771	c56186-g1
329	c56216-g1
359	c56217-g1
260	c56246-g1
246	c56248-g1
204	c56249-g1
1083	c56253-g1
259	c56259-g1
237	c5627-g1
207	c56307-g1
201	c56324-g1
275	c56336-g1
327	c56350-g1
292	c5635-g1
244	c56392-g1
207	c56423-g1
265	c56439-g1
283	c56440-g1
443	c5647-g1
326	c56488-g1
390	c5649-g1
226	c56510-g1
205	c56514-g1
205	c56530-g1
285	c56536-g1
233	c5656-g1
228	c56574-g1
201	c56595-g1
255	c56596-g1
423	c56602-g1
221	c56606-g1
254	c56619-g1
305	c56634-g1
330	c56637-g1
245	c56655-g1
303	c56658-g1
394	c5668-g1
202	c56692-g1
216	c56724-g1
279	c56736-g1
403	c56763-g1
212	c56769-g1
352	c5677-g1
527	c5678-g1
252	c56791-g1
1100	c5680-g1
500	c5682-g1
273	c56831-g1
205	c5684-g1
264	c5684-g2
290	c5686-g1
256	c56873-g1
232	c56881-g1
210	c56885-g1
265	c56908-g1
705	c56921-g1
579	c56924-g1
343	c5692-g1
226	c56951-g1
218	c56959-g1
305	c56969-g1
708	c5700-g1
202	c57021-g1
457	c57028-g1
331	c57095-g1
232	c57102-g1
339	c57170-g1
209	c57190-g1
431	c571-g1
202	c571-g2
203	c5720-g2
272	c57214-g1
344	c5721-g1
218	c57227-g1
214	c57233-g1
326	c5723-g1
371	c57245-g1
263	c5725-g1
222	c57270-g1
218	c57275-g1
273	c57321-g1
222	c5732-g1
243	c5733-g1
291	c57346-g1
215	c57347-g1
355	c57349-g1
293	c5734-g1
294	c57365-g1
227	c57378-g1
204	c5737-g1
386	c5739-g1
213	c57410-g1
2588	c57416-g1
216	c5741-g1
206	c5742-g1
209	c5743-g1
402	c57485-g1
205	c57490-g1
448	c57496-g1
263	c57497-g1
204	c57497-g2
285	c5749-g1
208	c5749-g2
898	c57523-g1
223	c57526-g1
266	c57549-g1
246	c5756-g1
444	c5760-g1
249	c5760-g2
241	c57639-g1
238	c57652-g1
259	c57666-g1
327	c5766-g1
258	c57684-g1
233	c57694-g1
219	c57758-g1
297	c57767-g1
798	c57772-g1
206	c577-g1
1740	c57807-g1
318	c57811-g1
213	c57813-g1
216	c57843-g1
375	c57894-g1
266	c57899-g1
247	c5789-g1
205	c57919-g1
240	c57939-g1
268	c57949-g1
202	c57970-g1
1287	c57987-g1
208	c58010-g1
240	c58022-g1
252	c58023-g1
277	c5803-g1
364	c58040-g1
220	c58056-g1
268	c58071-g1
409	c58103-g1
228	c58117-g1
215	c58122-g1
717	c58130-g1
263	c58134-g1
218	c58139-g1
529	c5813-g1
248	c5817-g2
244	c5820-g1
392	c58222-g1
263	c58232-g1
255	c58245-g1
264	c58260-g1
247	c5826-g1
232	c58285-g1
230	c58305-g1
255	c58322-g1
343	c58326-g1
256	c5833-g1
201	c5838-g1
267	c58390-g1
208	c58392-g1
252	c5841-g1
236	c5847-g1
261	c58496-g1
285	c584-g1
229	c58502-g1
239	c5853-g1
383	c58545-g1
210	c58561-g1
201	c5856-g1
222	c58584-g1
317	c5858-g1
709	c58601-g1
235	c58632-g1
214	c5863-g1
205	c58641-g1
206	c58644-g1
339	c58650-g1
204	c58659-g1
232	c58668-g1
204	c58669-g1
209	c58677-g1
1165	c58691-g1
246	c58696-g1
293	c58701-g1
245	c58725-g1
373	c58739-g1
205	c58758-g1
301	c58766-g1
227	c58772-g1
204	c58816-g1
227	c58828-g1
313	c58843-g1
272	c58885-g1
209	c58930-g1
444	c58977-g1
203	c58990-g1
253	c58990-g2
407	c5899-g1
218	c59029-g1
377	c59042-g1
311	c5904-g1
283	c59054-g1
229	c5906-g1
205	c59076-g1
222	c59096-g1
280	c59100-g1
210	c59103-g1
208	c59131-g1
263	c59133-g1
225	c5913-g1
361	c5913-g2
256	c5915-g1
250	c59161-g1
220	c5917-g1
401	c59215-g1
352	c59232-g1
275	c59235-g1
239	c59266-g1
322	c59291-g1
223	c59297-g1
211	c59329-g1
378	c5932-g1
320	c59338-g1
204	c59351-g1
224	c59369-g1
289	c59381-g1
228	c59383-g1
398	c59419-g1
305	c5942-g1
882	c59444-g1
229	c59487-g1
238	c59500-g1
299	c59503-g1
349	c5950-g1
208	c5953-g1
267	c5956-g2
220	c595-g1
312	c59627-g1
430	c59663-g1
274	c59667-g1
344	c59698-g1
223	c59705-g1
248	c59715-g1
201	c59738-g1
1389	c5974-g1
235	c59751-g1
242	c59774-g1
208	c59780-g1
252	c5979-g1
248	c5979-g2
499	c59823-g1
216	c59831-g1
241	c59837-g1
240	c59844-g1
228	c59883-g1
249	c59884-g1
329	c5989-g1
323	c5989-g2
248	c59918-g1
235	c59923-g1
263	c5993-g1
205	c5994-g1
266	c59952-g1
471	c59965-g1
288	c59976-g1
258	c59990-g1
1573	c60005-g1
336	c60032-g1
233	c60047-g1
302	c6008-g1
264	c60123-g1
516	c60174-g1
281	c60257-g1
265	c60276-g1
477	c60280-g1
201	c6029-g1
250	c60306-g1
338	c6030-g1
261	c60322-g1
206	c6034-g1
221	c6036-g1
274	c60375-g1
239	c60384-g1
247	c603-g1
256	c60407-g1
218	c60422-g1
208	c60434-g1
2323	c60449-g1
281	c60461-g1
353	c60467-g1
572	c6046-g1
676	c60473-g1
229	c60500-g1
290	c60513-g1
229	c60548-g1
207	c60549-g1
209	c6055-g1
221	c60560-g1
366	c60569-g1
236	c60578-g1
250	c60592-g1
300	c60660-g1
471	c60684-g1
285	c60720-g1
444	c60732-g1
201	c60793-g1
212	c60803-g1
356	c60812-g1
212	c60860-g1
210	c60868-g1
245	c60879-g1
232	c60885-g1
281	c60901-g1
257	c60939-g1
204	c6093-g1
211	c60944-g1
777	c60999-g1
254	c6099-g1
379	c61014-g1
255	c61020-g1
204	c61023-g1
349	c61026-g1
1237	c61032-g1
341	c61033-g1
220	c61048-g1
222	c61050-g1
252	c61057-g1
219	c61061-g1
358	c61062-g1
960	c61076-g1
265	c61078-g1
201	c61094-g1
251	c61111-g1
278	c61140-g1
247	c6115-g1
456	c61163-g1
202	c61165-g1
206	c61168-g1
239	c61174-g1
265	c6117-g1
242	c61192-g1
243	c61200-g1
299	c61236-g1
262	c61237-g1
216	c61239-g1
336	c61242-g1
815	c61256-g1
202	c61272-g1
201	c61277-g1
226	c61280-g1
325	c61304-g1
599	c61311-g1
426	c61330-g1
206	c61332-g1
237	c61334-g1
236	c61381-g1
329	c61399-g1
229	c61410-g1
275	c61418-g1
259	c61426-g1
216	c61436-g1
228	c61438-g1
341	c61445-g1
347	c61446-g1
481	c61456-g1
336	c61468-g1
218	c6146-g1
261	c61482-g1
272	c61483-g1
253	c61485-g1
234	c61505-g1
1852	c61531-g1
302	c61538-g1
255	c6154-g1
414	c61555-g1
203	c61558-g1
247	c61578-g1
259	c6162-g1
288	c61632-g1
207	c61641-g1
237	c61648-g1
391	c6164-g1
402	c6165-g1
344	c61660-g1
282	c61670-g1
260	c61674-g1
245	c61688-g1
237	c61721-g1
209	c61730-g1
353	c61734-g1
315	c61739-g1
212	c61752-g1
256	c6175-g1
324	c61767-g1
1343	c61777-g1
262	c61796-g1
438	c61797-g1
249	c61809-g1
252	c61817-g1
221	c61825-g1
341	c61835-g1
209	c6183-g1
246	c61841-g1
272	c61854-g1
340	c61886-g1
226	c61890-g1
357	c61911-g1
441	c61930-g1
207	c61934-g1
1112	c61956-g1
252	c61963-g1
219	c61972-g1
277	c61982-g1
329	c61992-g1
253	c62003-g1
226	c62011-g1
228	c62023-g1
257	c6202-g1
237	c62037-g1
268	c62040-g1
210	c62062-g1
319	c62089-g1
264	c62097-g1
226	c62117-g1
320	c6211-g1
283	c6211-g2
206	c62126-g1
1426	c62144-g1
463	c62145-g1
1018	c62147-g1
492	c62155-g1
824	c62161-g1
1089	c62173-g1
298	c62189-g1
222	c6218-g1
227	c62206-g1
204	c62226-g1
246	c62229-g1
257	c62252-g1
206	c62275-g1
248	c62277-g1
213	c62289-g1
1199	c62312-g1
362	c62317-g1
403	c62321-g1
318	c6233-g1
304	c62342-g1
204	c62365-g1
280	c62367-g1
391	c62385-g1
249	c62396-g1
248	c62410-g1
208	c62421-g1
206	c62423-g1
232	c62428-g1
219	c62511-g1
328	c62545-g1
268	c62551-g1
220	c6255-g1
241	c62599-g1
229	c62603-g1
210	c6261-g1
238	c62632-g1
212	c62637-g1
289	c6266-g1
245	c6266-g2
208	c6268-g1
206	c6272-g1
233	c62733-g1
228	c62734-g1
272	c62736-g1
214	c62774-g1
510	c62777-g1
406	c62784-g1
216	c62788-g1
229	c62790-g1
262	c62820-g1
3163	c62836-g1
316	c62853-g1
875	c62865-g1
291	c62875-g1
237	c6287-g1
214	c62898-g1
280	c6289-g1
211	c6292-g1
247	c62944-g1
209	c62945-g1
206	c62948-g1
233	c62962-g1
231	c62965-g1
352	c62976-g1
1460	c6298-g1
203	c63040-g1
234	c63064-g1
318	c63069-g1
205	c63089-g1
250	c63090-g1
211	c63107-g1
324	c63113-g1
262	c63117-g1
250	c63133-g1
380	c63134-g1
339	c63164-g1
898	c63177-g1
499	c63201-g1
298	c63209-g1
239	c63220-g1
202	c63227-g1
679	c63233-g1
271	c63237-g1
233	c63245-g1
319	c6329-g1
232	c632-g1
227	c63306-g1
301	c63315-g1
262	c6333-g1
348	c63357-g1
257	c6335-g1
371	c6335-g2
209	c63378-g1
215	c6338-g1
286	c6338-g2
210	c63399-g1
226	c63404-g1
473	c63406-g1
202	c63422-g1
256	c63438-g1
384	c6343-g1
339	c63446-g1
313	c6344-g1
265	c63459-g1
306	c63466-g1
230	c6348-g1
208	c63515-g1
267	c63526-g1
430	c63530-g1
214	c63558-g1
213	c63610-g1
494	c63615-g1
303	c63618-g1
324	c6363-g1
220	c6367-g1
217	c63705-g1
215	c63718-g1
216	c63728-g1
249	c6372-g1
897	c63803-g1
243	c63809-g1
241	c6380-g1
456	c63815-g1
235	c63822-g1
216	c63835-g1
282	c6383-g1
205	c63858-g1
206	c63869-g1
219	c63896-g1
544	c63918-g1
375	c63951-g1
257	c63958-g1
236	c63984-g1
259	c63995-g1
304	c64004-g1
2180	c64006-g1
341	c64029-g1
480	c64034-g1
224	c64038-g1
201	c64039-g1
517	c6403-g1
513	c64051-g1
261	c64069-g1
209	c64093-g1
207	c64114-g1
247	c64163-g1
266	c64196-g1
201	c64200-g1
244	c64203-g1
226	c6420-g1
252	c6420-g2
274	c64214-g1
214	c64231-g1
223	c64232-g1
235	c64247-g1
299	c64255-g1
235	c64258-g1
270	c64263-g1
290	c64283-g1
235	c64297-g1
202	c64305-g1
236	c64317-g1
301	c64320-g1
1774	c64342-g1
1026	c64365-g1
617	c64377-g1
255	c64386-g1
693	c64389-g1
235	c64397-g1
489	c64407-g1
258	c64409-g1
201	c64419-g1
218	c64427-g1
245	c6442-g1
513	c64443-g1
2490	c64450-g1
214	c64494-g1
241	c64498-g1
255	c6450-g1
370	c64512-g1
363	c64527-g1
204	c64535-g1
237	c6453-g1
237	c6455-g1
208	c6457-g1
267	c64587-g1
207	c64590-g1
353	c64594-g1
209	c64605-g1
223	c64606-g1
347	c64622-g1
333	c64633-g1
254	c64651-g1
367	c64667-g1
245	c64727-g1
379	c6474-g1
380	c64753-g1
203	c64772-g1
209	c64782-g1
243	c64827-g1
209	c64830-g1
357	c64847-g1
218	c64862-g1
224	c64882-g1
409	c64918-g1
259	c6491-g1
218	c64936-g1
229	c6494-g1
253	c6494-g2
390	c64961-g1
259	c64968-g1
220	c64971-g1
271	c65007-g1
272	c6500-g1
872	c65016-g1
259	c65024-g1
212	c65038-g1
584	c65039-g1
448	c65047-g1
312	c65048-g1
2204	c65068-g1
987	c65099-g1
256	c65149-g1
224	c65196-g1
247	c65248-g1
233	c65252-g1
330	c6525-g1
218	c65263-g1
216	c65267-g1
218	c65287-g1
241	c65287-g2
374	c6533-g1
211	c65341-g1
264	c65346-g1
273	c6536-g1
802	c65399-g1
219	c65418-g1
292	c65431-g1
240	c65432-g1
215	c6544-g1
208	c65460-g1
228	c65470-g1
206	c65471-g1
405	c65488-g1
858	c65492-g1
217	c65529-g1
217	c65532-g1
251	c65537-g1
261	c6553-g1
209	c65571-g1
353	c65577-g1
334	c6557-g1
207	c65593-g1
208	c65594-g1
240	c65635-g1
219	c65638-g1
209	c65650-g1
547	c65661-g1
262	c65673-g1
250	c65674-g1
3069	c65723-g1
377	c65739-g1
214	c65760-g1
269	c65764-g1
482	c6576-g1
312	c65775-g1
228	c6581-g1
874	c6584-g1
206	c65863-g1
207	c65892-g1
227	c6592-g1
351	c65933-g1
268	c6594-g1
216	c65955-g1
246	c65988-g1
285	c6599-g1
248	c66010-g1
203	c6605-g1
257	c6606-g1
368	c66089-g1
230	c6612-g1
205	c66166-g1
261	c66172-g1
223	c66222-g1
217	c6624-g1
380	c66253-g1
294	c66285-g1
256	c66321-g1
441	c66339-g1
393	c66389-g1
206	c66432-g1
225	c66453-g1
485	c66459-g1
222	c66491-g1
303	c66529-g1
284	c66537-g1
229	c66555-g1
209	c66560-g1
263	c66566-g1
286	c66588-g1
217	c66606-g1
214	c66607-g1
217	c66655-g1
251	c66660-g1
339	c66684-g1
893	c6670-g1
221	c66722-g1
268	c66727-g1
237	c66737-g1
320	c66782-g1
299	c6680-g1
259	c66817-g1
280	c6682-g1
214	c66844-g1
381	c6686-g1
225	c66873-g1
284	c66886-g1
206	c66903-g1
912	c66905-g1
315	c66911-g1
274	c66921-g1
222	c66928-g1
214	c66951-g1
206	c66989-g1
511	c6698-g1
796	c6698-g2
223	c6703-g1
218	c67064-g1
264	c67065-g1
217	c67087-g1
230	c67117-g1
284	c67132-g1
205	c67133-g1
326	c67156-g1
688	c67184-g1
2257	c67198-g1
352	c67239-g1
263	c67258-g1
233	c67297-g1
424	c67335-g1
382	c67374-g1
263	c67377-g1
236	c6739-g1
202	c6741-g1
240	c67420-g1
353	c67438-g1
368	c67484-g1
206	c67495-g1
248	c6749-g1
246	c67512-g1
297	c6751-g1
218	c67536-g1
746	c6758-g1
202	c67597-g1
234	c675-g1
218	c67615-g1
912	c67640-g1
275	c67657-g1
500	c6765-g1
295	c67678-g1
220	c67679-g1
224	c67688-g1
353	c6768-g1
231	c67714-g1
224	c6775-g1
222	c6782-g1
220	c67836-g1
217	c67873-g1
2825	c67887-g1
208	c67889-g1
233	c67915-g1
247	c67980-g1
316	c68009-g1
302	c68019-g1
219	c68081-g1
237	c68101-g1
206	c68108-g1
274	c68150-g1
723	c68153-g1
833	c68170-g1
287	c6817-g1
250	c68188-g1
418	c68215-g1
209	c68218-g1
279	c68229-g1
227	c6822-g1
220	c68242-g1
406	c6825-g1
349	c68302-g1
261	c68306-g1
398	c68317-g1
294	c68318-g1
287	c68333-g1
201	c6835-g1
215	c68387-g1
215	c68396-g1
1044	c6839-g1
227	c68400-g1
245	c68410-g1
218	c68452-g1
220	c68456-g1
216	c68459-g1
201	c68462-g1
225	c6846-g1
212	c68503-g1
2380	c6850-g1
259	c68545-g1
1499	c68547-g1
228	c68579-g1
375	c68584-g1
390	c6858-g1
237	c68603-g1
325	c68628-g1
257	c6862-g1
201	c68631-g1
280	c68632-g1
211	c68633-g1
255	c68635-g1
250	c68666-g1
227	c68691-g1
594	c68735-g1
221	c6873-g1
232	c68745-g1
226	c6874-g1
287	c68755-g1
225	c68756-g1
213	c68765-g1
212	c68796-g1
248	c6883-g1
285	c6883-g2
297	c68852-g1
209	c68853-g1
226	c68853-g2
338	c68879-g1
532	c6887-g1
222	c6887-g2
220	c68904-g1
219	c68923-g1
258	c68960-g1
235	c6897-g1
223	c68984-g1
220	c69000-g1
214	c6900-g1
221	c6902-g1
283	c69057-g1
217	c69065-g1
238	c69071-g1
253	c69074-g1
236	c69092-g1
208	c6913-g1
218	c69158-g1
204	c69161-g1
233	c69175-g1
206	c6926-g1
337	c69345-g1
207	c69363-g1
418	c69365-g1
308	c69421-g1
216	c69459-g1
204	c69472-g1
221	c69483-g1
470	c6948-g1
425	c69521-g1
265	c69526-g1
365	c6953-g1
224	c69550-g1
292	c69596-g1
712	c6961-g1
1489	c69623-g1
358	c69625-g1
256	c69629-g1
330	c6962-g1
219	c69631-g1
230	c69725-g1
211	c69737-g1
209	c69759-g1
201	c69802-g1
205	c69830-g1
201	c69845-g1
357	c69871-g1
337	c6987-g1
205	c6988-g1
412	c69906-g1
267	c69919-g1
247	c69924-g1
259	c6993-g1
337	c69950-g1
503	c6996-g1
244	c69973-g1
250	c69-g1
264	c70006-g1
224	c70032-g1
231	c70036-g1
206	c70060-g1
264	c70078-g1
316	c70115-g1
256	c7011-g1
250	c70136-g1
246	c7015-g1
276	c7017-g1
269	c70219-g1
216	c70227-g1
582	c70280-g1
522	c7032-g1
248	c70338-g1
213	c70354-g1
399	c70374-g1
307	c70376-g1
202	c70388-g1
208	c70421-g1
207	c70437-g1
273	c70447-g1
210	c7044-g1
282	c70562-g1
218	c70585-g1
293	c7063-g1
465	c70664-g1
220	c70665-g1
338	c70691-g1
341	c70749-g1
258	c70759-g1
211	c70778-g1
262	c70801-g1
671	c70809-g1
319	c7080-g1
810	c70846-g1
250	c7087-g1
292	c70886-g1
257	c7089-g1
1280	c70965-g1
280	c70970-g1
244	c70973-g1
239	c70975-g1
368	c71036-g1
340	c71049-g1
229	c7106-g1
332	c7107-g1
230	c71086-g1
216	c7108-g1
443	c71109-g1
207	c7110-g1
214	c71118-g1
230	c71149-g1
258	c71154-g1
283	c71172-g1
263	c71190-g1
338	c71222-g1
235	c7123-g1
397	c71268-g1
209	c71279-g1
238	c71341-g1
220	c71354-g1
203	c71361-g1
207	c71378-g1
220	c71383-g1
274	c71407-g1
202	c71422-g1
263	c71434-g1
272	c71455-g1
233	c71528-g1
769	c71579-g1
318	c71591-g1
381	c71602-g1
218	c71621-g1
267	c71623-g1
540	c71658-g1
352	c7165-g1
492	c71661-g1
214	c71692-g1
207	c71696-g1
202	c71724-g1
303	c71802-g1
260	c7181-g1
223	c71832-g1
270	c71865-g1
208	c71897-g1
213	c7191-g1
490	c71928-g1
257	c71941-g1
205	c71942-g1
232	c71944-g1
358	c71958-g1
272	c71976-g1
217	c72010-g1
645	c72031-g1
439	c72057-g1
202	c72060-g1
336	c72079-g1
223	c72084-g1
374	c7209-g1
206	c72120-g1
253	c72132-g1
262	c72133-g1
404	c72135-g1
247	c72161-g1
2221	c72171-g1
541	c72190-g1
225	c72202-g1
395	c72229-g1
253	c7222-g1
310	c72235-g1
451	c72295-g1
229	c72364-g1
201	c72389-g1
225	c72459-g1
260	c72473-g1
270	c72481-g1
245	c7249-g1
216	c72504-g1
308	c72508-g1
337	c72563-g1
237	c72595-g1
209	c725-g1
239	c72600-g1
294	c72624-g1
218	c72640-g1
214	c72699-g1
236	c72723-g1
218	c72767-g1
1202	c7278-g1
831	c72810-g1
256	c72868-g1
218	c72880-g1
1265	c7290-g1
205	c7291-g1
204	c72922-g1
780	c72944-g1
350	c73004-g1
204	c73028-g1
211	c7303-g1
297	c73044-g1
254	c73061-g1
246	c73109-g1
289	c73123-g1
241	c73123-g2
2176	c73128-g1
208	c7312-g1
254	c73170-g1
203	c73191-g1
245	c731-g1
318	c73229-g1
285	c73237-g1
255	c7325-g1
223	c73261-g1
289	c73348-g1
262	c73390-g1
218	c7339-g1
289	c733-g1
203	c7340-g1
285	c7342-g1
282	c73436-g1
237	c7343-g1
210	c73442-g1
234	c73452-g1
253	c73457-g1
620	c73480-g1
270	c73480-g2
251	c73502-g1
306	c73506-g1
207	c73510-g1
254	c73528-g1
893	c73555-g1
270	c7358-g1
216	c73604-g1
232	c7364-g1
221	c73667-g1
210	c73675-g1
217	c73686-g1
220	c73699-g1
244	c73704-g1
335	c73724-g1
233	c73738-g1
261	c7373-g1
265	c73762-g1
207	c73786-g1
228	c73787-g1
601	c7378-g1
265	c7380-g1
1455	c73823-g1
272	c73859-g1
971	c73883-g1
314	c73890-g1
210	c73897-g1
1230	c73929-g1
257	c73938-g1
299	c73942-g1
240	c7394-g1
851	c73967-g1
235	c73971-g1
309	c7397-g1
205	c7398-g1
216	c73-g1
386	c74000-g1
265	c74002-g1
445	c74071-g1
202	c7407-g1
242	c74101-g1
445	c74117-g1
282	c74138-g1
215	c74143-g1
214	c74169-g1
288	c74187-g1
335	c74191-g1
262	c741-g1
233	c74224-g1
2499	c74224-g2
277	c74231-g1
340	c74254-g1
228	c74292-g1
699	c74309-g1
248	c74333-g1
224	c74344-g1
530	c7435-g1
232	c74388-g1
260	c74401-g1
403	c74404-g1
237	c74415-g1
320	c74442-g1
311	c7444-g1
238	c74461-g2
220	c74489-g1
243	c744-g1
624	c74514-g1
235	c74516-g1
212	c7454-g1
258	c7455-g1
274	c7457-g1
252	c74588-g1
496	c74613-g1
210	c74618-g1
713	c7461-g1
203	c74623-g1
373	c74633-g1
240	c74634-g1
203	c74636-g1
427	c7465-g1
235	c74670-g1
231	c74674-g1
208	c74700-g1
289	c74703-g1
219	c74713-g1
215	c74720-g1
216	c74732-g1
205	c74734-g1
243	c74742-g1
219	c74792-g1
210	c74799-g1
219	c7480-g1
357	c7481-g1
219	c74823-g1
225	c74835-g1
214	c74851-g1
265	c7486-g1
204	c7490-g1
214	c74918-g1
230	c74925-g1
236	c74974-g1
203	c74987-g1
230	c75024-g1
227	c75024-g2
245	c75058-g1
425	c75076-g1
436	c750-g1
222	c7511-g1
206	c75144-g1
207	c75196-g1
309	c75212-g1
313	c75213-g1
207	c75232-g1
212	c75273-g1
241	c75274-g1
215	c7528-g1
224	c75336-g1
215	c75376-g1
243	c75378-g1
275	c75389-g1
306	c75390-g1
381	c75399-g1
265	c75400-g1
239	c75434-g1
222	c75479-g1
366	c75498-g1
201	c75534-g1
244	c75539-g1
370	c7554-g1
220	c75558-g1
238	c75563-g1
232	c75565-g1
365	c75590-g1
670	c75597-g1
279	c75607-g1
313	c7562-g1
210	c7564-g1
334	c7567-g1
214	c75687-g1
250	c75688-g1
217	c75723-g1
225	c75741-g1
268	c75745-g1
316	c75762-g1
220	c75767-g1
221	c75773-g1
203	c7581-g1
204	c75836-g1
265	c75843-g1
206	c75866-g1
279	c75889-g1
263	c75896-g1
240	c75908-g1
282	c75936-g1
266	c7593-g1
319	c75949-g1
237	c75959-g1
202	c7596-g1
270	c75972-g1
201	c75996-g1
237	c75998-g1
225	c7599-g1
202	c76039-g1
232	c76045-g1
255	c7606-g1
643	c7607-g1
513	c76101-g1
239	c76104-g1
419	c76119-g1
321	c7612-g1
203	c76133-g1
274	c76147-g1
218	c7614-g1
813	c76166-g1
208	c7616-g1
219	c76186-g1
237	c76189-g1
291	c7620-g1
405	c7627-g1
227	c76284-g1
212	c76339-g1
223	c7635-g1
1585	c76366-g1
331	c76370-g1
222	c763-g1
428	c76429-g1
368	c76467-g1
344	c76476-g1
214	c76484-g1
262	c76493-g1
255	c7650-g1
214	c76521-g1
212	c76523-g1
201	c76547-g1
268	c76557-g1
327	c76587-g1
223	c765-g1
271	c76604-g1
250	c76613-g1
235	c76622-g1
270	c76650-g1
223	c76677-g1
203	c76680-g1
223	c76692-g1
237	c76712-g1
299	c76733-g1
251	c76739-g1
322	c76743-g1
229	c76751-g1
234	c76783-g1
240	c76797-g1
243	c7680-g1
396	c76857-g1
365	c76906-g1
205	c76925-g1
275	c7693-g1
224	c76948-g1
209	c7694-g1
290	c76990-g1
455	c77023-g1
251	c77032-g1
309	c7703-g1
222	c77042-g1
324	c77047-g1
299	c77055-g1
321	c77086-g1
288	c77088-g1
267	c77095-g1
233	c7709-g1
212	c77104-g1
248	c7710-g1
341	c77115-g1
291	c77127-g1
523	c77147-g1
267	c77166-g1
292	c77223-g1
202	c77248-g1
617	c77270-g1
227	c77274-g1
417	c77303-g1
276	c77313-g1
223	c7733-g1
262	c77356-g1
227	c77368-g1
227	c7736-g1
279	c77373-g1
